ReadingIndex,LightIntensity,Temperature,Date,Time
67,728,114,2025-02-08,16:01:37
68,730,117,2025-02-08,16:06:38
69,723,114,2025-02-08,16:11:38
70,731,115,2025-02-08,16:16:38
71,725,117,2025-02-08,16:21:38
72,728,115,2025-02-08,16:26:37
73,729,115,2025-02-08,16:31:37
74,713,113,2025-02-08,16:36:38
75,719,114,2025-02-08,16:41:38
76,704,116,2025-02-08,16:46:37
77,704,109,2025-02-08,16:51:38
78,703,108,2025-02-08,16:56:37
79,693,106,2025-02-08,17:01:37
80,695,107,2025-02-08,17:06:37
81,681,108,2025-02-08,17:11:37
82,671,109,2025-02-08,17:16:38
83,653,107,2025-02-08,17:21:37
84,641,104,2025-02-08,17:26:37
85,603,103,2025-02-08,17:31:37
86,576,102,2025-02-08,17:36:38
87,517,100,2025-02-08,17:41:38
88,477,101,2025-02-08,17:46:37
89,442,99,2025-02-08,17:51:37
90,367,96,2025-02-08,17:56:37
91,360,92,2025-02-08,18:01:37
92,287,74,2025-02-08,18:06:37
93,253,36,2025-02-08,18:11:38
94,182,44,2025-02-08,18:16:37
95,131,39,2025-02-08,18:21:37
96,73,4,2025-02-08,18:26:38
97,40,0,2025-02-08,18:31:37
98,13,44,2025-02-08,18:36:37
99,2,0,2025-02-08,18:41:37
100,0,0,2025-02-08,18:46:38
101,0,36,2025-02-08,18:51:37
102,0,8,2025-02-08,18:56:38
103,0,0,2025-02-08,19:01:37
104,1,0,2025-02-08,19:06:38
105,0,61,2025-02-08,19:11:37
106,0,28,2025-02-08,19:16:37
107,1,0,2025-02-08,19:21:38
108,2,47,2025-02-08,19:26:37
109,0,14,2025-02-08,19:31:37
110,2,1,2025-02-08,19:36:37
111,0,62,2025-02-08,19:41:37
112,0,48,2025-02-08,19:46:37
113,0,11,2025-02-08,19:51:37
114,0,9,2025-02-08,19:56:36
115,1,0,2025-02-08,20:01:37
116,0,0,2025-02-08,20:06:37
117,0,0,2025-02-08,20:11:37
118,1,0,2025-02-08,20:16:37
119,1,0,2025-02-08,20:21:36
120,0,56,2025-02-08,20:26:37
121,0,6,2025-02-08,20:31:36
122,0,0,2025-02-08,20:36:37
123,0,0,2025-02-08,20:41:37
124,0,61,2025-02-08,20:46:37
125,0,44,2025-02-08,20:51:37
126,2,47,2025-02-08,20:56:37
127,0,27,2025-02-08,21:01:36
128,39,59,2025-02-08,21:06:36
129,29,0,2025-02-08,21:11:36
130,37,47,2025-02-08,21:16:36
131,30,0,2025-02-08,21:21:37
132,0,0,2025-02-08,21:26:37
133,0,43,2025-02-08,21:31:36
134,0,0,2025-02-08,21:36:36
135,0,60,2025-02-08,21:41:36
136,0,0,2025-02-08,21:46:36
137,0,45,2025-02-08,21:51:36
138,0,0,2025-02-08,21:56:36
139,0,45,2025-02-08,22:01:36
140,0,0,2025-02-08,22:06:37
141,0,0,2025-02-08,22:11:36
142,1,52,2025-02-08,22:16:37
143,0,0,2025-02-08,22:21:37
144,0,0,2025-02-08,22:26:37
145,0,33,2025-02-08,22:31:36
146,0,42,2025-02-08,22:36:36
147,0,51,2025-02-08,22:41:36
148,0,61,2025-02-08,22:46:36
149,0,0,2025-02-08,22:51:37
150,0,0,2025-02-08,22:56:36
151,0,57,2025-02-08,23:01:36
152,0,49,2025-02-08,23:06:36
153,0,43,2025-02-08,23:11:36
154,0,0,2025-02-08,23:16:37
155,0,0,2025-02-08,23:21:36
156,0,48,2025-02-08,23:26:37
157,0,42,2025-02-08,23:31:37
158,0,0,2025-02-08,23:36:36
159,0,14,2025-02-08,23:41:37
160,0,61,2025-02-08,23:46:36
161,0,10,2025-02-08,23:51:36
162,0,41,2025-02-08,23:56:37
163,0,9,2025-02-09,00:01:36
164,0,14,2025-02-09,00:06:37
165,0,0,2025-02-09,00:11:36
166,0,59,2025-02-09,00:16:36
167,0,52,2025-02-09,00:21:36
168,0,41,2025-02-09,00:26:36
169,0,0,2025-02-09,00:31:36
170,0,6,2025-02-09,00:36:36
171,0,25,2025-02-09,00:41:36
172,0,0,2025-02-09,00:46:37
173,0,0,2025-02-09,00:51:36
174,0,6,2025-02-09,00:56:37
175,0,0,2025-02-09,01:01:36
176,0,3,2025-02-09,01:06:36
177,0,0,2025-02-09,01:11:36
178,0,0,2025-02-09,01:16:36
179,0,0,2025-02-09,01:21:36
180,0,56,2025-02-09,01:26:36
181,0,58,2025-02-09,01:31:36
182,0,58,2025-02-09,01:36:36
183,0,9,2025-02-09,01:41:37
184,0,45,2025-02-09,01:46:36
185,0,56,2025-02-09,01:51:36
186,0,0,2025-02-09,01:56:36
187,0,0,2025-02-09,02:01:36
188,0,0,2025-02-09,02:06:36
189,0,0,2025-02-09,02:11:36
190,0,57,2025-02-09,02:16:36
191,0,0,2025-02-09,02:21:36
192,0,4,2025-02-09,02:26:36
193,0,0,2025-02-09,02:31:36
194,0,0,2025-02-09,02:36:36
195,0,60,2025-02-09,02:41:36
196,0,19,2025-02-09,02:46:36
197,0,16,2025-02-09,02:51:36
198,0,55,2025-02-09,02:56:37
199,0,0,2025-02-09,03:01:36
200,0,10,2025-02-09,03:06:36
201,0,0,2025-02-09,03:11:36
202,0,0,2025-02-09,03:16:36
203,0,0,2025-02-09,03:21:36
204,0,10,2025-02-09,03:26:36
205,0,49,2025-02-09,03:31:36
206,0,2,2025-02-09,03:36:36
207,0,41,2025-02-09,03:41:36
208,0,31,2025-02-09,03:46:35
209,0,13,2025-02-09,03:51:36
210,0,4,2025-02-09,03:56:35
211,0,58,2025-02-09,04:01:36
212,0,46,2025-02-09,04:06:36
213,0,57,2025-02-09,04:11:36
214,0,42,2025-02-09,04:16:36
215,0,0,2025-02-09,04:21:36
216,0,21,2025-02-09,04:26:36
217,0,44,2025-02-09,04:31:36
218,0,52,2025-02-09,04:36:36
219,0,9,2025-02-09,04:41:36
220,0,48,2025-02-09,04:46:36
221,0,0,2025-02-09,04:51:36
222,0,0,2025-02-09,04:56:36
223,0,17,2025-02-09,05:01:36
224,0,0,2025-02-09,05:06:36
225,0,0,2025-02-09,05:11:36
226,0,0,2025-02-09,05:16:36
227,0,0,2025-02-09,05:21:36
228,0,58,2025-02-09,05:26:36
229,0,0,2025-02-09,05:31:36
230,0,0,2025-02-09,05:36:35
231,0,55,2025-02-09,05:41:36
232,0,8,2025-02-09,05:46:36
233,0,0,2025-02-09,05:51:36
234,0,51,2025-02-09,05:56:36
235,0,59,2025-02-09,06:01:35
236,0,0,2025-02-09,06:06:36
237,0,0,2025-02-09,06:11:35
238,0,47,2025-02-09,06:16:36
239,0,50,2025-02-09,06:21:36
240,0,52,2025-02-09,06:26:36
241,0,0,2025-02-09,06:31:36
242,0,48,2025-02-09,06:36:36
243,0,21,2025-02-09,06:41:36
244,0,18,2025-02-09,06:46:36
245,4,8,2025-02-09,06:51:36
246,18,20,2025-02-09,06:56:36
247,46,13,2025-02-09,07:01:36
248,86,46,2025-02-09,07:06:36
249,139,52,2025-02-09,07:11:35
250,196,55,2025-02-09,07:16:36
251,246,83,2025-02-09,07:21:35
252,296,88,2025-02-09,07:26:36
253,340,105,2025-02-09,07:31:36
254,382,185,2025-02-09,07:36:36
255,411,211,2025-02-09,07:41:36
256,444,144,2025-02-09,07:46:36
257,482,174,2025-02-09,07:51:36
258,514,153,2025-02-09,07:56:35
259,535,251,2025-02-09,08:01:36
260,549,180,2025-02-09,08:06:36
261,579,190,2025-02-09,08:11:35
262,593,272,2025-02-09,08:16:35
263,616,201,2025-02-09,08:21:36
264,632,284,2025-02-09,08:26:36
265,653,226,2025-02-09,08:31:36
266,611,202,2025-02-09,08:36:36
267,705,245,2025-02-09,08:41:36
268,666,264,2025-02-09,08:46:36
269,718,235,2025-02-09,08:51:36
270,719,229,2025-02-09,08:56:35
271,684,228,2025-02-09,09:01:35
272,749,245,2025-02-09,09:06:36
273,754,233,2025-02-09,09:11:36
274,750,244,2025-02-09,09:16:36
275,754,329,2025-02-09,09:21:36
276,749,244,2025-02-09,09:26:35
277,764,235,2025-02-09,09:31:36
278,763,221,2025-02-09,09:36:36
279,765,248,2025-02-09,09:41:35
280,776,259,2025-02-09,09:46:36
281,770,261,2025-02-09,09:51:35
282,785,222,2025-02-09,09:56:36
283,790,250,2025-02-09,10:01:36
284,794,262,2025-02-09,10:06:35
285,717,225,2025-02-09,10:11:35
286,682,216,2025-02-09,10:16:36
287,663,287,2025-02-09,10:21:36
288,762,324,2025-02-09,10:26:36
289,750,315,2025-02-09,10:31:36
