ReadingIndex,LightIntensity,Temperature,Date,Time
157,0,11,2025-03-08,23:20:12
158,0,2,2025-03-08,23:25:15
159,0,1,2025-03-08,23:30:18
160,0,3,2025-03-08,23:35:20
161,0,7,2025-03-08,23:40:22
162,0,11,2025-03-08,23:45:25
163,0,12,2025-03-08,23:50:27
164,0,6,2025-03-08,23:55:30
165,0,3,2025-03-09,00:00:32
166,0,12,2025-03-09,00:05:34
167,0,1,2025-03-09,00:10:37
168,0,0,2025-03-09,00:15:40
169,0,9,2025-03-09,00:20:41
170,0,8,2025-03-09,00:25:44
171,0,1,2025-03-09,00:30:46
172,0,4,2025-03-09,00:35:49
173,0,1,2025-03-09,00:40:52
174,0,8,2025-03-09,00:45:54
175,0,1,2025-03-09,00:50:56
176,0,1,2025-03-09,00:55:58
177,0,7,2025-03-09,01:01:01
178,0,7,2025-03-09,01:06:03
179,0,6,2025-03-09,01:11:06
180,0,1,2025-03-09,01:16:08
181,0,1,2025-03-09,01:21:10
182,0,7,2025-03-09,01:26:13
183,0,6,2025-03-09,01:31:15
184,0,7,2025-03-09,01:36:18
185,0,4,2025-03-09,01:41:21
186,31,27,2025-03-09,01:46:22
187,17,19,2025-03-09,01:51:25
188,36,40,2025-03-09,01:56:27
189,46,42,2025-03-09,02:01:30
190,10,17,2025-03-09,02:06:32
191,9,10,2025-03-09,02:11:34
192,6,10,2025-03-09,02:16:37
193,9,9,2025-03-09,02:21:39
194,10,10,2025-03-09,02:26:42
195,23,30,2025-03-09,02:31:44
196,6,15,2025-03-09,02:36:47
197,0,7,2025-03-09,02:41:49
198,35,41,2025-03-09,02:46:51
199,61,52,2025-03-09,02:51:54
200,0,4,2025-03-09,02:56:56
201,54,57,2025-03-09,03:01:59
202,365,102,2025-03-09,03:07:00
203,362,96,2025-03-09,03:12:03
204,353,103,2025-03-09,03:17:06
205,361,101,2025-03-09,03:22:08
206,384,96,2025-03-09,03:27:11
207,335,96,2025-03-09,03:32:12
208,287,95,2025-03-09,03:37:15
209,260,95,2025-03-09,03:42:18
210,271,95,2025-03-09,03:47:20
211,303,95,2025-03-09,03:52:23
212,283,95,2025-03-09,03:57:24
213,259,95,2025-03-09,04:02:27
214,321,96,2025-03-09,04:07:29
215,316,95,2025-03-09,04:12:32
216,261,95,2025-03-09,04:17:35
217,312,96,2025-03-09,04:22:37
218,278,95,2025-03-09,04:27:39
219,303,96,2025-03-09,04:32:41
220,332,96,2025-03-09,04:37:44
221,315,96,2025-03-09,04:42:46
222,324,96,2025-03-09,04:47:49
223,346,97,2025-03-09,04:52:51
224,347,97,2025-03-09,04:57:53
225,354,97,2025-03-09,05:02:56
226,319,96,2025-03-09,05:07:58
227,341,97,2025-03-09,05:13:01
228,342,97,2025-03-09,05:18:03
229,357,97,2025-03-09,05:23:05
230,342,97,2025-03-09,05:28:07
231,336,97,2025-03-09,05:33:10
232,355,97,2025-03-09,05:38:12
233,341,97,2025-03-09,05:43:15
234,340,97,2025-03-09,05:48:18
235,333,97,2025-03-09,05:53:19
236,349,97,2025-03-09,05:58:22
237,355,97,2025-03-09,06:03:24
238,347,97,2025-03-09,06:08:27
239,360,97,2025-03-09,06:13:29
240,412,98,2025-03-09,06:18:32
241,498,99,2025-03-09,06:23:33
242,618,100,2025-03-09,06:28:36
243,747,100,2025-03-09,06:33:39
244,898,100,2025-03-09,06:38:41
245,991,100,2025-03-09,06:43:44
246,1017,100,2025-03-09,06:48:45
247,1023,100,2025-03-09,06:53:48
248,1023,100,2025-03-09,06:58:50
249,1023,100,2025-03-09,07:03:53
250,1023,100,2025-03-09,07:08:55
251,1023,100,2025-03-09,07:13:58
252,1023,100,2025-03-09,07:19:00
253,1023,100,2025-03-09,07:24:02
254,1023,100,2025-03-09,07:29:05
255,1023,100,2025-03-09,07:34:07
256,1023,100,2025-03-09,07:39:10
257,1023,100,2025-03-09,07:44:12
258,1023,100,2025-03-09,07:49:14
259,1023,100,2025-03-09,07:54:17
260,1023,100,2025-03-09,07:59:18
261,1023,100,2025-03-09,08:04:21
262,1023,100,2025-03-09,08:09:24
263,1023,100,2025-03-09,08:14:26
264,1023,100,2025-03-09,08:19:29
265,1023,100,2025-03-09,08:24:31
266,1023,100,2025-03-09,08:29:34
267,1023,100,2025-03-09,08:34:35
268,1023,100,2025-03-09,08:39:38
269,1023,100,2025-03-09,08:44:40
270,1023,100,2025-03-09,08:49:43
271,1023,100,2025-03-09,08:54:45
272,1023,100,2025-03-09,08:59:48
273,1023,100,2025-03-09,09:04:49
274,1023,100,2025-03-09,09:09:52
275,1023,100,2025-03-09,09:14:55
276,1023,100,2025-03-09,09:19:57
277,1023,100,2025-03-09,09:25:00
278,1023,99,2025-03-09,09:30:02
279,1023,99,2025-03-09,09:35:05
280,1023,100,2025-03-09,09:40:06
281,1023,99,2025-03-09,09:45:09
282,1023,99,2025-03-09,09:50:11
283,1023,99,2025-03-09,09:55:14
284,1023,99,2025-03-09,10:00:16
285,1023,99,2025-03-09,10:05:19
