501,100
266,68
299,99
273,73
242,50
262,74
295,68
264,43
257,46
307,69
289,75
289,82
306,78
257,43
238,51
259,61
315,101
298,102
166,23
169,18
159,16
180,28
156,16
235,91
200,46
268,100
173,42
303,102
198,36
204,57
193,53
244,97
227,59
269,75
243,42
245,42
297,95
230,38
261,72
320,103
274,86
243,40
295,70
301,73
400,105
292,56
288,69
177,16
217,46
217,47
150,12
116,0
164,44
178,54
155,41
146,42
124,32
82,10
18,0
47,3
69,22
145,91
0,0
0,0
0,0
0,0
26,14
0,0
0,0
37,10
0,0
14,10
26,22
0,0
41,17
25,1
0,0
32,7
0,0
101,71
26,23
11,0
67,65
12,0
27,17
24,13
12,0
25,14
0,0
16,2
0,5
20,12
78,64
45,53
92,82
0,0
0,12
6,18
19,9
23,12
0,0
33,42
46,54
0,0
95,83
0,0
11,0
55,58
61,61
67,66
0,0
0,0
0,0
6,16
87,80
27,17
19,28
0,0
36,26
0,0
32,21
0,0
31,20
0,0
60,56
10,0
27,15
0,0
71,61
114,88
64,60
45,46
27,14
0,0
87,74
0,0
0,0
80,68
0,0
22,10
35,25
16,21
26,13
13,0
0,0
13,0
16,1
24,12
30,18
17,1
27,14
0,0
0,0
38,28
28,17
109,86
0,0
31,17
11,13
66,60
41,40
114,89
9,0
77,64
109,83
21,3
24,10
117,89
0,0
21,22
0,0
5,7
96,82
5,11
35,25
18,9
24,14
21,9
21,12
70,76
17,24
0,0
23,17
0,0
69,75
15,3
14,1
21,11
10,0
16,4
7,5
23,16
27,19
53,62
0,0
0,0
0,0
2,0
0,0
1,0
20,8
56,54
16,18
0,0
26,16
0,0
25,15
18,21
0,0
45,57
66,69
14,0
20,10
18,7
6,4
22,13
23,9
23,0
19,0
81,73
57,16
71,19
129,42
204,99
227,99
251,99
234,75
227,67
289,101
265,71
270,62
343,103
282,79
308,102
314,82
294,68
402,101
367,102
355,104
292,71
420,106
383,99
416,99
462,106
407,96
413,99
401,98
424,103
395,97
397,84
478,106
455,106
417,97
421,98
303,69
427,101
475,106
430,104
385,80
390,80
398,82
382,93
488,106
430,103
401,102
364,98
442,105
455,104
363,95
360,89
432,101
392,92
412,92
455,103
421,100
438,102
450,103
456,103
438,101
404,99
472,103
434,103
317,69
383,96
399,90
479,102
481,105
375,81
466,103
