69,0
71,15
73,0
73,83
70,79
64,30
74,27
75,75
75,0
72,0
72,0
73,81
73,12
74,0
73,8
71,0
72,79
65,0
71,75
72,0
50,0
72,66
60,28
63,0
61,71
60,0
55,2
59,0
39,75
48,76
49,77
45,8
46,77
45,0
64,5
61,73
59,81
58,0
57,0
56,0
56,0
56,0
55,0
54,0
54,0
53,0
51,78
50,0
49,0
49,0
46,0
46,70
43,0
44,78
42,61
42,0
40,58
40,76
38,0
37,0
41,0
38,0
36,0
35,0
36,70
29,0
32,0
30,66
27,76
28,0
29,0
28,0
26,0
26,0
24,42
22,22
22,0
22,0
20,74
16,74
13,0
11,0
7,0
5,0
3,0
3,0
5,41
2,0
1,66
1,0
0,0
0,0
0,71
0,20
0,0
0,68
0,0
0,0
0,13
0,70
0,6
0,0
0,3
0,43
0,0
0,0
0,71
0,0
0,70
0,43
0,0
0,0
0,0
0,0
0,71
0,0
0,0
0,0
0,25
0,0
0,72
0,57
0,0
0,70
0,55
0,0
0,71
0,70
0,0
0,42
0,70
0,35
0,37
0,5
0,9
0,0
0,0
0,0
0,0
0,11
0,13
0,0
0,0
0,62
0,0
0,0
0,0
0,0
0,0
0,0
0,64
0,57
0,0
0,0
0,67
0,66
0,0
0,63
0,0
0,40
0,59
0,59
0,0
0,0
0,0
0,0
0,0
0,0
0,53
0,67
0,6
0,11
0,0
0,5
0,60
0,11
0,67
0,0
0,52
0,0
0,58
0,0
0,3
0,67
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,11
0,0
0,0
0,6
0,0
0,8
0,33
0,0
0,0
0,0
0,61
0,63
0,52
0,59
0,0
0,0
0,71
0,0
0,0
0,0
0,67
0,0
0,0
0,69
0,47
0,0
0,0
0,0
0,0
0,72
0,0
0,0
0,0
0,72
0,59
0,0
0,71
0,0
0,0
0,0
0,0
0,62
0,0
0,0
0,0
0,0
0,0
0,73
0,15
0,0
0,71
1,73
2,72
3,0
5,0
6,44
5,0
6,0
4,46
6,0
6,0
5,59
5,12
4,0
7,0
7,0
8,0
10,0
10,0
11,67
12,74
13,74
14,63
11,33
13,72
12,0
12,0
12,0
12,32
11,74
12,63
10,73
13,0
17,74
17,0
23,0
25,0
20,76
22,0
23,69
19,16
18,0
19,0
17,44
18,0
