709,99
854,100
786,100
752,100
856,101
762,100
850,101
849,101
854,99
741,100
750,101
771,101
737,98
757,99
742,100
739,99
730,100
718,100
726,100
774,99
782,101
802,101
785,101
771,100
753,98
852,99
840,100
835,100
837,101
754,99
785,99
839,100
819,99
676,100
797,101
735,99
781,100
770,99
774,100
768,99
775,100
776,99
776,99
776,99
772,100
774,100
759,98
766,101
769,101
752,100
759,102
744,102
751,99
746,99
745,100
737,101
746,100
740,100
741,101
732,106
740,115
736,117
730,115
733,116
735,117
731,114
728,114
730,117
723,114
731,115
725,117
728,115
729,115
713,113
719,114
704,116
704,109
703,108
693,106
695,107
681,108
671,109
653,107
641,104
603,103
576,102
517,100
477,101
442,99
367,96
360,92
287,74
253,36
182,44
131,39
73,4
40,0
13,44
2,0
0,0
0,36
0,8
0,0
1,0
0,61
0,28
1,0
2,47
0,14
2,1
0,62
0,48
0,11
0,9
1,0
0,0
0,0
1,0
1,0
0,56
0,6
0,0
0,0
0,61
0,44
2,47
0,27
39,59
29,0
37,47
30,0
0,0
0,43
0,0
0,60
0,0
0,45
0,0
0,45
0,0
0,0
1,52
0,0
0,0
0,33
0,42
0,51
0,61
0,0
0,0
0,57
0,49
0,43
0,0
0,0
0,48
0,42
0,0
0,14
0,61
0,10
0,41
0,9
0,14
0,0
0,59
0,52
0,41
0,0
0,6
0,25
0,0
0,0
0,6
0,0
0,3
0,0
0,0
0,0
0,56
0,58
0,58
0,9
0,45
0,56
0,0
0,0
0,0
0,0
0,57
0,0
0,4
0,0
0,0
0,60
0,19
0,16
0,55
0,0
0,10
0,0
0,0
0,0
0,10
0,49
0,2
0,41
0,31
0,13
0,4
0,58
0,46
0,57
0,42
0,0
0,21
0,44
0,52
0,9
0,48
0,0
0,0
0,17
0,0
0,0
0,0
0,0
0,58
0,0
0,0
0,55
0,8
0,0
0,51
0,59
0,0
0,0
0,47
0,50
0,52
0,0
0,48
0,21
0,18
4,8
18,20
46,13
86,46
139,52
196,55
246,83
296,88
340,105
382,185
411,211
444,144
482,174
514,153
535,251
549,180
579,190
593,272
616,201
632,284
653,226
611,202
705,245
666,264
718,235
719,229
684,228
749,245
754,233
750,244
754,329
749,244
764,235
763,221
765,248
776,259
770,261
785,222
790,250
794,262
717,225
682,216
663,287
762,324
750,315
