831,104
774,106
834,105
832,106
822,113
790,110
819,107
820,105
821,105
822,104
820,105
818,104
822,103
820,103
821,103
822,103
818,118
827,101
830,101
824,102
822,108
824,109
825,110
824,106
818,110
826,110
827,115
824,112
822,109
820,106
817,107
816,104
812,101
816,101
817,115
813,100
811,100
813,101
817,110
811,113
816,125
806,107
797,100
802,98
802,98
797,97
790,98
793,98
791,98
789,98
785,98
787,99
782,99
780,98
773,100
769,99
771,100
767,100
768,100
761,106
762,106
767,106
767,109
761,121
767,125
765,120
761,116
758,116
760,115
757,115
757,113
754,117
749,109
744,108
746,110
751,141
749,138
745,120
745,125
745,143
737,141
731,138
738,175
745,211
717,146
707,143
695,142
675,142
635,137
593,134
562,141
533,142
500,122
469,118
435,127
388,109
334,106
268,100
200,95
133,83
80,62
43,33
17,20
3,9
0,7
0,1
0,6
0,1
0,6
0,5
0,0
0,6
0,6
0,7
0,7
0,4
0,7
0,2
0,8
0,4
0,1
0,2
0,4
0,10
0,2
0,4
0,4
0,4
0,11
0,7
0,3
0,11
0,11
0,3
0,11
0,3
0,11
0,1
0,5
0,11
0,1
0,11
0,0
0,12
0,5
0,3
0,11
0,7
0,10
0,12
0,11
0,12
0,9
0,6
0,9
0,13
0,11
0,2
0,1
0,3
0,7
0,11
0,12
0,6
0,3
0,12
0,1
0,0
0,9
0,8
0,1
0,4
0,1
0,8
0,1
0,1
0,7
0,7
0,6
0,1
0,1
0,7
0,6
0,7
0,4
31,27
17,19
36,40
46,42
10,17
9,10
6,10
9,9
10,10
23,30
6,15
0,7
35,41
61,52
0,4
54,57
365,102
362,96
353,103
361,101
384,96
335,96
287,95
260,95
271,95
303,95
283,95
259,95
321,96
316,95
261,95
312,96
278,95
303,96
332,96
315,96
324,96
346,97
347,97
354,97
319,96
341,97
342,97
357,97
342,97
336,97
355,97
341,97
340,97
333,97
349,97
355,97
347,97
360,97
412,98
498,99
618,100
747,100
898,100
991,100
1017,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,100
1023,99
1023,99
1023,100
1023,99
1023,99
1023,99
1023,99
1023,99
